-Infini;+Infini;+Infini;359,2144;121,9052;-2,134635E-07
0,00937;0,07621;0,22436;359,546;121,2917;7,070534E-07
0,009670001;0,08063;0,23478;359,5479;121,291;-1,600876E-07
0,01;0,08493;0,24504;359,5486;121,2908;2,134501E-07
0,00988;0,08412001;0,24313;359,5496;121,2913;-5,33625E-07
0,00945;0,08033;0,23376;359,55;121,2913;1,334063E-08
0,00878;0,07177;0,2129;359,5506;121,293;2,534719E-07
0,008880001;0,07364;0,21737;359,5504;121,2961;-3,735375E-07
0,00851;0,06914;0,20653;359,5499;121,2985;-2,668125E-07
0,00878;0,07279;0,21579;359,5486;121,2974;2,401313E-07
0,00884;0,07369;0,21791;359,5481;121,299;3,335157E-07
0,0084;0,06964;0,20746;359,5455;121,2958;-1,334063E-07
0,00825;0,06815;0,20339;359,5473;121,2974;8,538002E-07
0,00772;0,06297;0,1909;359,5473;121,2974;8,538002E-07
0,00777;0,06341;0,19222;359,5491;121,295;-2,534719E-07
0,00738;0,0588;0,18165;359,5518;121,2937;-6,136686E-07
0,00725;0,0594;0,18339;359,5535;121,2923;-2,668123E-08
0,00715;0,06009;0,18507;359,5544;121,2922;-3,335154E-07
0,00692;0,05886;0,18169;359,5573;121,2942;-2,267904E-07
0,00688;0,05971;0,18331;359,5574;121,296;-6,270088E-07
0,00684;0,06054;0,18493;359,5574;121,2957;1,200655E-07
0,00684;0,06106;0,18667;359,5578;121,2966;3,06834E-07
0,0068;0,0617;0,18834;359,557;121,297;-6,003274E-07
0,00678;0,06237;0,18998;359,556;121,2958;-1,067249E-07
0,00664;0,06324;0,19152;359,5544;121,2951;-3,46856E-07
0,00655;0,06399;0,1931;359,5523;121,2929;5,869874E-07
0,00667;0,06481;0,19462;359,5515;121,2925;-4,002187E-08
0,00676;0,06546;0,19621;359,5499;121,2914;9,338437E-08
0,00682;0,06597;0,19784;359,5507;121,2925;1,734281E-07
0,00687;0,06655;0,19943;359,5515;121,2942;1,600875E-07
0,00697;0,06718;0,20099;359,5533;121,2966;5,469653E-07
0,00708;0,06778;0,20254;359,5539;121,2999;3,601966E-07
0,0073;0,06832;0,20411;359,5534;121,2988;1,200656E-07
0,00745;0,06897;0,20563;359,5571;121,3005;1,067249E-07
0,00768;0,06948;0,20719;359,5578;121,298;3,06834E-07
0,00787;0,07015;0,20867;359,5586;121,2959;-3,468558E-07
0,007929999;0,07064;0,21022;359,5612;121,2929;-1,33406E-08
0,00808;0,07132;0,21167;359,562;121,2899;-1,200654E-07
0,00822;0,072;0,21311;359,5626;121,2874;8,671392E-07
0,00828;0,07254;0,2146;359,5621;121,2843;5,336242E-08
0,00838;0,07298;0,21611;359,5615;121,2845;5,202836E-07
0,00844;0,07356;0,21756;359,5609;121,2858;3,468557E-07
0,00844;0,07412;0,21899;359,5605;121,2872;6,803708E-07
0,008529999;0,07459;0,22045;359,561;121,2899;-4,402399E-07
0,00867;0,07524;0,22184;359,5607;121,293;-1,867685E-07
0,0088;0,07578;0,22325;359,5588;121,2948;-2,668122E-08
0,00892;0,07627;0,22467;359,5604;121,2971;-5,336242E-08
0,00892;0,07667;0,22612;359,5605;121,2977;-3,868775E-07
0,00893;0,07707;0,22757;359,5635;121,3016;8,537983E-07
0,00899;0,07759999;0,22896;359,5631;121,3028;8,004361E-08
0,00906;0,07809;0,23034;359,5667;121,3013;3,068337E-07
0,00918;0,0786;0,23171;359,5666;121,3015;9,338416E-08
0,00936;0,07915;0,23305;359,5672;121,2992;-4,93602E-07
0,00948;0,07964;0,23439;359,5694;121,3003;-1,734277E-07
0,009550001;0,0801;0,23574;359,5688;121,302;-4,135584E-07
0,00963;0,08065;0,23705;359,5675;121,3003;4,002177E-07
0,009729999;0,08128;0,2383;359,5657;121,301;1,600872E-07
0,00989;0,08189;0,23955;359,5639;121,2988;-5,33624E-07
0,0101;0,08246;0,2408;359,5644;121,2983;8,004358E-08
0,01024;0,0828;0,24214;359,5646;121,3;3,868774E-07
0,0104;0,0832;0,24346;359,5662;121,3026;2,934931E-07
0,01046;0,08369999;0,24474;359,5666;121,3052;-4,402397E-07
0,01053;0,08419999;0,24603;359,568;121,3058;-9,071603E-07
0,01059;0,08473001;0,24729;359,566;121,3049;-1,734278E-07
0,01064;0,08527;0,24855;359,5689;121,3082;-2,134494E-07
0,01074;0,08582;0,2498;359,5699;121,311;-8,938196E-07
0,01086;0,0864;0,25103;359,5686;121,3123;-1,600871E-07
0,01085;0,08698;0,25227;359,5705;121,3118;3,068335E-07
0,01085;0,08763;0,25347;359,5678;121,3077;7,203918E-07
0,01091;0,08808;0,25475;359,5687;121,3086;3,068336E-07
0,01093;0,08867;0,25597;359,5655;121,3034;-5,336238E-08
0,01102;0,08936;0,25713;359,5657;121,3013;4,002179E-07
0,01105;0,09009;0,25826;359,5647;121,2983;-3,868773E-07
0,01101;0,09058;0,25949;359,5661;121,2969;4,936021E-07
0,01096;0,09102;0,26073;359,5639;121,2906;4,402398E-07
0,01095;0,09128;0,26204;359,5628;121,2882;-1,33406E-07
0,01099;0,09146;0,26337;359,5656;121,2854;-4,002178E-08
0,01107;0,09166;0,26469;359,5664;121,2834;0
0,01117;0,09196;0,26597;359,5685;121,2797;4,402395E-07
0,01134;0,09243;0,26716;359,5697;121,2766;9,338413E-08
0,01148;0,09304;0,2683;359,5699;121,2732;1,334059E-07
0,01165;0,09366;0,26944;359,5716;121,2705;4,669205E-07
0,01173;0,094;0,27069;359,5739;121,267;-1,200652E-07
0,01033;0,08023001;0,23709;359,5733;121,2647;2,801522E-07
0,009260001;0,0653;0,20056;359,5753;121,2641;-4,002174E-08
0,01093;0,08508001;0,24869;359,5745;121,2619;-4,002174E-08
0,01049;0,07892;0,23374;359,5764;121,2608;8,53797E-07
0,01028;0,07504;0,224;359,5761;121,2543;-1,200652E-07
0,009529999;0,06623001;0,20275;359,5744;121,2514;-2,534711E-07
0,0095;0,06671;0,2044;359,5756;121,2513;-4,002173E-07
0,00949;0,06712;0,20606;359,574;121,2495;1,867681E-07
0,00954;0,06738;0,20776;359,5704;121,2448;-4,936018E-07
0,00958;0,06796;0,20932;359,5741;121,2433;-1,60087E-07
0,009640001;0,06865;0,21082;359,5732;121,2362;-1,467464E-07
0,009699999;0,06937;0,21229;359,5727;121,2332;-4,135582E-07
0,00966;0,06996;0,21381;359,5739;121,2273;2,001087E-07
0,00968;0,07063;0,21528;359,5804;121,2236;-8,004343E-08
0,00975;0,0713;0,21674;359,5844;121,2223;-7,0705E-07
0,009810001;0,0721;0,21813;359,5765;121,2181;-1,334058E-08
0,009939999;0,07289;0,21951;359,5852;121,2175;4,936008E-07
0,01002;0,07356;0,22094;359,5853;121,2171;-2,668113E-08
0,01009;0,07439;0,2223;359,5872;121,2157;-1,467461E-07
0,01016;0,07507;0,2237;359,5813;121,2117;-2,80152E-07
0,01024;0,07553;0,22518;359,5825;121,2103;1,867679E-07
0,01029;0,07601;0,22664;359,5822;121,2077;3,335142E-07
0,01037;0,07658999;0,22806;359,5817;121,2062;-2,001085E-07
0,01037;0,0771;0,22948;359,5814;121,2053;2,134491E-07
0,01031;0,07761;0,2309;359,5782;121,2006;-1,334058E-07
0,01023;0,07808;0,23232;359,5783;121,1994;6,670287E-08
0,01011;0,07855;0,23373;359,5742;121,1983;3,601957E-07
0,00999;0,0792;0,23504;359,5725;121,1961;-2,001088E-07
0,009729999;0,07969;0,23641;359,5718;121,1944;-4,002175E-07
0,00947;0,08015;0,23779;359,568;121,1933;-1,867683E-07
0,00904;0,08087;0,23907;359,5672;121,1929;-2,801525E-07
0,00872;0,08142;0,2404;359,5669;121,1929;1,334059E-07
0,00861;0,08179;0,24178;359,5692;121,1912;1,334059E-07
0,00843;0,08231;0,24311;359,5693;121,1899;1,867682E-07
0,00822;0,08274;0,24445;359,5712;121,1883;3,601959E-07
0,0081;0,08308;0,24583;359,5687;121,1862;2,534713E-07
0,00796;0,08353;0,24715;359,5716;121,1843;-1,734276E-07
0,00767;0,08395;0,24848;359,5723;121,1826;8,004351E-08
0,00762;0,08458;0,24972;359,5728;121,1818;5,869857E-07
0,00753;0,08528;0,25092;359,5697;121,18;1,200653E-07
0,0076;0,08604;0,25207;359,5615;121,1771;-1,200654E-07
0,00765;0,08661;0,2533;359,561;121,1773;-1,867685E-07
0,0077;0,08796;0,25417;359,5617;121,1755;-3,735369E-07
0,0147;0,16493;0,43789;359,5617;121,1728;5,869865E-07
0,01396;0,07616001;0,27655;359,5627;121,1709;-3,33515E-07
-Infini;+Infini;+Infini;359,561;121,1677;3,601963E-07
-Infini;+Infini;+Infini;359,5651;121,1668;-2,801525E-07
-0,03269;0,01205;0,29371;359,565;121,162;3,735367E-07
-0,00121;0,05873;0,28103;359,5608;121,158;1,867685E-07
0,0363;0,23657;1,03405;359,5612;121,156;-9,338424E-08
0,03821;0,21418;0,79557;359,5603;121,1543;-3,735369E-07
0,08596;0,97415;2,68295;359,5586;121,1525;1,200655E-07
0,01834;0,23537;0,62377;359,5583;121,1503;9,338425E-08
0,01209;0,17657;0,47714;359,5558;121,1479;6,136683E-07
0,00701;0,09084;0,26159;359,5533;121,1451;4,802623E-07
0,00652;0,09293;0,26217;359,5522;121,1442;-5,336249E-07
0,00626;0,09351;0,26334;359,5468;121,1405;-5,869877E-07
0,00582;0,09418;0,26446;359,5438;121,1387;3,868784E-07
0,00592;0,09502;0,26548;359,5452;121,139;4,269003E-07
0,00595;0,096;0,26643;359,5448;121,1406;-6,136692E-07
0,00576;0,0968;0,26744;359,5431;121,139;-1,334064E-07
0,00564;0,09709;0,26865;359,5408;121,1372;2,668128E-08
0,00701;0,09926999;0,269;359,5413;121,1373;-2,134503E-07
0,00741;0,09989;0,27003;359,5395;121,1351;-1,86769E-07
0,00757;0,1001;0,27125;359,5386;121,1316;-4,269007E-07
0,00788;0,1003;0,27247;359,5381;121,1314;3,735381E-07
0,00816;0,101;0,27346;359,5373;121,1296;0
0,008119999;0,10151;0,27452;359,5353;121,1292;2,534724E-07
0,00829;0,10199;0,27559;359,5353;121,1286;-3,735382E-07
0,00827;0,10243;0,27667;359,5341;121,1289;2,934944E-07
0,00832;0,10289;0,27773;359,5323;121,1299;7,737582E-07
0,00841;0,10356;0,2787;359,5286;121,1289;5,336266E-07
0,00829;0,10374;0,2799;359,5249;121,1292;-3,201762E-07
0,00805;0,10394;0,28108;359,5267;121,1306;3,335167E-07
0,00792;0,10361;0,2825;359,5234;121,1306;-4,135609E-07
0,00786;0,10379;0,28371;359,516;121,1307;-4,135613E-07
0,00784;0,10414;0,28484;359,5169;121,1336;-6,670344E-08
0,00795;0,10415;0,28611;359,511;121,1349;-1,867698E-07
0,00795;0,1043;0,28733;359,5156;121,1397;9,338481E-08
0,0063;0,07128;0,20873;359,5146;121,1419;3,335172E-07
0,00715;0,0865;0,2456;359,5153;121,146;-1,867697E-07
0,00784;0,09779;0,27318;359,5171;121,1483;0
0,00779;0,0953;0,26785;359,5119;121,1466;-1,200663E-07
0,00707;0,08251;0,23803;359,512;121,1473;-5,336278E-08
0,00721;0,08539;0,24521;359,5138;121,1505;4,802649E-07
0,00716;0,0866;0,24825;359,5128;121,149;3,868801E-07
0,00702;0,08691;0,2492;359,5138;121,1486;-6,270125E-07
0,00708;0,09073;0,25847;359,5189;121,1508;-2,134509E-07
0,0071;0,09456;0,2674;359,5147;121,1478;-1,867697E-07
0,00626;0,08348;0,24116;359,5169;121,1477;-1,067255E-07
0,00562;0,07739;0,2267;359,5148;121,1451;-1,600883E-07
0,00501;0,06998999;0,209;359,5116;121,1412;5,869907E-07
0,00499;0,07718;0,22618;359,5086;121,14;8,938272E-07
0,00519;0,08739;0,2506;359,5053;121,1383;-6,670354E-08
0,0051;0,08981;0,25633;359,5032;121,1361;-1,8677E-07
0,00497;0,09005;0,25708;359,5015;121,1345;3,201773E-07
0,00489;0,0918;0,26122;359,5009;121,1324;2,401329E-07
0,00467;0,08808;0,25222;359,5013;121,1233;1,334072E-07
0,00462;0,08965001;0,25607;359,5011;121,1195;9,338504E-08
0,00474;0,09529;0,26929;359,5033;121,1176;3,068364E-07
0,00462;0,09124;0,25931;359,5049;121,1148;4,13562E-07
0,00468;0,09417;0,26597;359,5075;121,1129;-3,735397E-07
0,00483;0,09762999;0,27325;359,5067;121,1083;6,670354E-08
0,00455;0,09139;0,25799;359,5092;121,1067;2,134512E-07
0,00452;0,09321;0,26239;359,5067;121,1037;-2,26792E-07
0,00418;0,08481;0,24214;359,5099;121,0969;6,270129E-07
0,00432;0,0931;0,26175;359,5083;121,0931;5,202874E-07
0,00401;0,08865;0,2509;359,5098;121,0911;1,867698E-07
0,0034;0,07045;0,20797;359,507;121,0859;3,068362E-07
0,00319;0,0651;0,19496;359,5056;121,0843;3,735399E-07
0,0031;0,06254;0,18857;359,5043;121,0823;4,936063E-07
0,00305;0,06328;0,19023;359,5032;121,0816;3,7354E-07
0,00293;0,064;0,19188;359,5024;121,0762;2,401329E-07
0,00289;0,06475;0,19349;359,5024;121,0762;2,401329E-07
0,00288;0,06556;0,19506;359,5034;121,0723;1,067257E-07
0,0029;0,06634;0,19663;359,5037;121,0706;-4,936064E-07
0,00306;0,06694999;0,19825;359,5042;121,0694;4,669249E-07
0,00319;0,06764;0,19982;359,5052;121,0678;-4,936063E-07
0,00326;0,06847;0,20132;359,5058;121,0663;2,001107E-07
0,00343;0,06762;0,1987;359,5085;121,0674;-3,868804E-07
0,00353;0,06832;0,20024;359,5083;121,0664;6,670352E-08
0,00413;0,08058999;0,22961;359,5094;121,0702;-5,869908E-07
0,00469;0,09226;0,25781;359,5089;121,0717;6,136723E-07
0,00499;0,09528;0,26451;359,5091;121,0736;-4,269025E-07
0,00549;0,10521;0,28727;359,5087;121,0749;-6,670352E-08
0,00601;0,11579;0,3126;359,5084;121,0764;-3,068362E-07
0,00599;0,11583;0,31199;359,5082;121,0774;1,33407E-08
0,00573;0,1101;0,29792;359,5088;121,0768;-2,668141E-07
0,00486;0,08954;0,24647;359,5085;121,0783;4,269025E-07
0,00553;0,10667;0,2884;359,5085;121,0778;1,067257E-07
0,00623;0,12701;0,33622;359,508;121,0769;-1,33407E-08
0,00554;0,11171;0,29896;359,5087;121,0773;-3,868805E-07
0,00509;0,09947;0,26945;359,5071;121,0745;-2,801548E-07
0,00493;0,09491999;0,25985;359,5075;121,0737;3,20177E-07
0,00454;0,08414;0,23501;359,5081;121,0721;0
0,00402;0,06773;0,19683;359,5093;121,0726;1,200663E-07
0,00408;0,06836;0,19846;359,5131;121,0738;2,668139E-07
0,00414;0,06901;0,20006;359,5147;121,0748;6,003312E-07
0,00424;0,06923001;0,20184;359,5161;121,0762;-7,070565E-07
0,00425;0,07011;0,20331;359,5185;121,077;-6,670341E-08
0,00436;0,07048;0,205;359,5196;121,0807;2,801543E-07
0,0044;0,07099;0,20661;359,5217;121,0829;-2,801543E-07
0,00444;0,07154;0,2082;359,524;121,0841;2,534728E-07
0,00438;0,07195;0,20983;359,524;121,0841;2,534728E-07
0,00454;0,07245;0,21141;359,5207;121,0862;2,934949E-07
0,00455;0,07342;0,21277;359,5163;121,0874;4,002207E-08
0,00458;0,07397;0,21431;359,5146;121,0931;6,270125E-07
0,00447;0,07457;0,2158;359,5139;121,094;-7,203975E-07
0,00447;0,07515;0,2173;359,5134;121,0964;-3,335173E-07
0,00455;0,07566001;0,2188;359,5134;121,0972;3,46858E-07
0,00451;0,07645;0,22018;359,5133;121,0963;-5,60309E-07
0,00449;0,07711;0,22159;359,5178;121,1008;-3,335171E-07
0,00449;0,07773;0,223;359,5159;121,0993;2,13451E-07
0,0044;0,0787;0,22425;359,5207;121,1019;3,735391E-07
0,00442;0,07896;0,22578;359,5264;121,1081;-2,668134E-08
0,0044;0,07923999;0,22731;359,5297;121,1118;-2,534725E-07
0,00456;0,07948;0,22885;359,5334;121,1146;1,734285E-07
0,00471;0,07988;0,23032;359,5315;121,1167;7,337362E-07
0,00491;0,08082;0,23155;359,5352;121,1207;-6,53692E-07
0,00473;0,08139;0,23292;359,5354;121,1217;-6,803733E-07
0,00475;0,08212;0,23422;359,5371;121,1255;1,334065E-07
0,00482;0,0827;0,23557;359,5394;121,129;1,86769E-07
0,00495;0,08315;0,23698;359,5426;121,134;-1,200658E-07
0,00507;0,08362;0,23836;359,5417;121,1321;6,403508E-07
0,00506;0,08461;0,23951;359,5442;121,1319;-4,669221E-07
0,00497;0,08544;0,2407;359,5465;121,1306;7,20394E-07
0,00501;0,08605999;0,24198;359,548;121,1287;4,402407E-07
0,00494;0,08668;0,24324;359,5486;121,1242;-6,670312E-08
0,00508;0,08696;0,24465;359,5509;121,122;9,20503E-07
0,00507;0,08731;0,24603;359,553;121,1189;-2,534718E-07
0,00509;0,08777;0,24736;359,5574;121,1135;5,069432E-07
0,00502;0,08814;0,24872;359,5647;121,1145;3,468556E-07
0,00499;0,0885;0,25007;359,5638;121,1093;1,33406E-08
0,00491;0,08889;0,2514;359,5735;121,1094;-4,535798E-07
0,00483;0,08951;0,25263;359,5769;121,1068;7,470722E-07
0,00473;0,08998001;0,2539;359,5828;121,1075;-1,200651E-07
0,0047;0,09089;0,25498;359,5871;121,1079;1,334056E-07
0,00464;0,09134;0,25625;359,5907;121,1054;2,267894E-07
0,0046;0,09228;0,25729;359,5942;121,1044;5,469624E-07
0,00455;0,09289;0,25846;359,5991;121,1014;4,002162E-08
0,00468;0,09358;0,25956;359,5995;121,101;3,335135E-07
0,00489;0,09428;0,26065;359,5988;121,1007;3,068324E-07
0,00503;0,09525;0,26163;359,5979;121,099;-1,334054E-08
0,00509;0,09603;0,26268;359,5958;121,0973;3,068325E-07
0,00521;0,09643;0,26389;359,5929;121,0928;2,66811E-07
0,00536;0,097;0,26503;359,5914;121,0912;2,668111E-08
0,00551;0,09771;0,26609;359,586;121,086;4,002169E-07
0,00524;0,09823;0,26721;359,5844;121,0841;2,534707E-07
0,00527;0,09857;0,26839;359,5833;121,0836;1,867679E-07
0,00522;0,09867;0,26966;359,5823;121,085;-4,669198E-07
0,00512;0,09875;0,27095;359,5799;121,0833;3,068331E-07
0,00513;0,09894;0,27216;359,5811;121,0873;1,734274E-07
0,00515;0,09903;0,27342;359,5795;121,0907;7,870937E-07
0,00521;0,09916;0,27465;359,5795;121,094;5,33623E-08
0,0051;0,09934;0,27586;359,5797;121,099;2,934926E-07
0,00505;0,09935;0,27713;359,5817;121,1017;-1,600869E-07
0,00479;0,0991;0,27851;359,5824;121,1039;-4,002171E-08
0,00477;0,09917;0,27976;359,5824;121,1049;-3,335142E-07
0,00472;0,09932;0,28096;359,5827;121,1068;-1,200651E-07
0,00471;0,09968;0,28207;359,5815;121,1085;5,736445E-07
0,00485;0,10015;0,28314;359,5812;121,1122;-2,668114E-07
0,00472;0,10028;0,28435;359,5709;121,1168;-5,336234E-08
0,0046;0,10053;0,28551;359,5662;121,1189;5,336239E-08
0,00451;0,10078;0,28667;359,5636;121,1235;0
0,00458;0,10108;0,2878;359,5597;121,1272;1,200655E-07
0,00457;0,1014;0,28892;359,5549;121,1299;5,069434E-07
0,00378;0,05832;0,1829;359,5522;121,1344;-2,134499E-07
0,00363;0,05875;0,18473;359,5467;121,1363;-4,00219E-08
0,00362;0,05924;0,18651;359,5463;121,1417;-4,936032E-07
0,0036;0,05981;0,18825;359,5452;121,1457;1,200657E-07
0,00359;0,0603;0,18999;359,5462;121,1516;2,267907E-07
0,00365;0,06087;0,19169;359,5467;121,1535;-8,271191E-07
0,00383;0,06155;0,19333;359,5469;121,1544;1,080591E-06
0,00375;0,06206;0,19503;359,55;121,1584;5,869874E-07
0,00398;0,0627;0,19666;359,5505;121,1627;-4,002187E-08
0,00431;0,06814;0,21;359,5503;121,1641;-6,270092E-07
0,00489;0,08102;0,24197;359,5522;121,1653;2,134499E-07
0,00446;0,07392;0,22478;359,5544;121,1664;1,867686E-07
0,00525;0,09344999;0,27122;359,5544;121,1664;1,867686E-07
0,00524;0,09426;0,27253;359,5544;121,164;-1,467468E-07
0,00558;0,10017;0,28585;359,5546;121,1637;-3,201748E-07
0,00549;0,09934;0,2834;359,5555;121,165;0
0,0053;0,09455001;0,27166;359,551;121,1629;4,002186E-08
0,00562;0,10377;0,29347;359,5544;121,1647;-8,537995E-07
0,00522;0,09448;0,27082;359,5496;121,1598;2,534719E-07
0,00479;0,08262;0,24191;359,554;121,1572;2,134499E-07
0,0043;0,07073;0,21293;359,5489;121,1524;-1,06725E-07
0,00392;0,06197;0,19149;359,5473;121,1498;-5,469659E-07
0,00382;0,06248;0,19319;359,5468;121,1482;-6,536908E-07
0,00382;0,06315;0,1948;359,5463;121,1488;-2,134501E-07
0,00378;0,06364;0,19647;359,5482;121,1468;9,338439E-08
0,00381;0,06442;0,198;359,5468;121,1453;-6,003284E-07
0,00364;0,06005;0,18725;359,549;121,1442;5,336251E-08
0,00366;0,06071;0,18887;359,5535;121,1434;6,403496E-07
0,00375;0,06542;0,20026;359,5531;121,1389;6,136685E-07
0,00453;0,08981;0,25819;359,5575;121,1353;-7,070524E-07
0,00518;0,10908;0,30446;359,5586;121,1358;-1,600873E-07
0,00537;0,11627;0,3224;359,5588;121,1351;2,934934E-07
0,00544;0,12371;0,34075;359,5603;121,1335;-2,134497E-07
0,00553;0,1285;0,35356;359,5586;121,1321;-2,668122E-07
0,00556;0,13271;0,36384;359,5571;121,1295;4,135589E-07
0,00561;0,13431;0,36735;359,554;121,1246;8,00437E-08
0,00552;0,12774;0,35132;359,5544;121,1207;5,469652E-07
0,00542;0,12521;0,34573;359,5577;121,1205;-1,200655E-07
0,00551;0,12764;0,35174;359,5579;121,1185;-9,338426E-08
0,00564;0,1253;0,34623;359,5598;121,119;2,001091E-07
0,00521;0,1102;0,30878;359,5621;121,123;-2,668121E-07
0,00518;0,10403;0,29261;359,562;121,126;-1,734278E-07
0,00509;0,0993;0,28097;359,5632;121,1296;5,33624E-08
0,00485;0,09369;0,26687;359,5646;121,1352;-3,068337E-07
0,00474;0,08978;0,25694;359,5646;121,1406;4,135586E-07
0,00464;0,08692;0,24984;359,5658;121,1466;-1,067248E-07
0,00474;0,08916;0,25445;359,5637;121,1546;1,467466E-07
0,00469;0,0868;0,2477;359,5773;121,168;6,670287E-08
0,00453;0,08268;0,23723;359,5789;121,1732;4,6692E-07
0,00446;0,08179;0,23502;359,5756;121,1819;6,67029E-08
0,00458;0,08763;0,24924;359,5772;121,1865;-4,002173E-08
0,00448;0,08887;0,2527;359,5814;121,1913;-5,336227E-08
0,0045;0,08918;0,25324;359,5795;121,1957;0
0,00449;0,08789;0,24956;359,5803;121,2025;-1,334057E-08
0,00451;0,08527;0,24313;359,5806;121,2054;2,668114E-07
0,00457;0,08585;0,2446;359,5782;121,2095;5,469636E-07
0,0044;0,0823;0,23636;359,5815;121,2113;-3,335142E-07
0,00427;0,07992;0,23088;359,58;121,2115;-2,668114E-07
0,00415;0,07724;0,22434;359,5798;121,2095;-2,668114E-07
0,00401;0,07454;0,21787;359,5752;121,2092;-3,335145E-07
0,00389;0,07093;0,20915;359,5783;121,2042;4,802607E-07
0,00388;0,06949;0,20543;359,5792;121,1996;6,670287E-08
0,00373;0,06623001;0,19749;359,5802;121,1954;1,200651E-07
0,00366;0,06467;0,19385;359,5815;121,1823;1,334057E-07
0,00372;0,06713;0,19956;359,582;121,1783;-2,134491E-07
0,00374;0,0706;0,20786;359,5796;121,1693;-4,268982E-07
